               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10458,            0.028441,            0.029105,            0.067649,             0.53513,             0.19145,            0.047922,            0.072473,            0.021915,            0.010321,            0.070556,           0.0032716,           0.0032716
                   1,            0.072357,            0.018829,            0.008781,             0.56635,             0.40393,             0.26566,             0.08566,            0.072826,            0.012025,           0.0060321,            0.040534,           0.0065831,           0.0065831
                   2,            0.065125,            0.014806,           0.0071526,              0.7011,             0.50478,             0.44008,             0.15677,            0.064713,             0.01373,           0.0047074,             0.01049,           0.0098727,           0.0098727
                   3,            0.057481,            0.013297,           0.0060089,             0.83699,              0.4944,             0.52852,             0.18748,            0.060348,            0.016902,           0.0043969,            0.009901,            0.009901,            0.009901
                   4,             0.05212,            0.012489,           0.0048197,             0.54003,              0.7851,             0.75043,             0.24657,            0.055632,            0.010598,           0.0025502,            0.009901,            0.009901,            0.009901
                   5,            0.049982,            0.012092,           0.0033631,             0.62098,             0.71506,             0.66637,             0.25982,            0.047456,            0.010196,           0.0068006,            0.009868,            0.009868,            0.009868
                   6,            0.047577,            0.012102,           0.0027112,             0.59466,             0.66268,             0.65996,             0.24342,            0.057694,            0.010292,           0.0025008,            0.009835,            0.009835,            0.009835
                   7,            0.045871,            0.011975,           0.0020602,             0.84021,             0.79985,             0.87325,             0.37844,            0.044512,           0.0093126,           0.0013171,            0.009802,            0.009802,            0.009802
                   8,            0.044689,            0.011676,           0.0020799,             0.80113,              0.7466,             0.80825,             0.30037,            0.050668,           0.0096456,           0.0019012,            0.009769,            0.009769,            0.009769
                   9,            0.044421,            0.011826,           0.0019223,              0.8393,             0.83803,             0.88221,                0.37,            0.044368,           0.0093354,           0.0010334,            0.009736,            0.009736,            0.009736
                  10,             0.04355,            0.011643,           0.0016699,             0.82779,             0.86714,             0.88732,              0.3601,            0.043131,           0.0095268,           0.0013149,            0.009703,            0.009703,            0.009703
                  11,            0.042799,            0.011713,            0.001449,             0.81329,             0.76322,             0.82276,             0.32172,            0.045876,           0.0095169,           0.0021922,             0.00967,             0.00967,             0.00967
                  12,            0.042531,             0.01144,           0.0015014,             0.84475,             0.84434,             0.87968,             0.37954,            0.042734,           0.0091204,           0.0011322,            0.009637,            0.009637,            0.009637
                  13,            0.042634,            0.011541,           0.0017138,             0.84441,             0.80252,             0.85571,             0.37776,            0.042431,           0.0093329,           0.0018508,            0.009604,            0.009604,            0.009604
                  14,            0.042022,            0.011149,           0.0012545,             0.89391,             0.82015,             0.89798,             0.39544,            0.042376,           0.0091388,           0.0010772,            0.009571,            0.009571,            0.009571
                  15,             0.04165,            0.011473,           0.0012524,             0.87369,             0.83395,             0.88509,             0.38727,            0.042244,           0.0090768,          0.00082223,            0.009538,            0.009538,            0.009538
                  16,            0.041859,            0.011439,           0.0012463,              0.8567,             0.84029,             0.89339,             0.37419,            0.041866,           0.0091076,          0.00089824,            0.009505,            0.009505,            0.009505
                  17,             0.04087,            0.011524,          0.00094931,             0.88603,             0.88684,             0.92424,             0.40323,            0.040801,           0.0089664,          0.00059924,            0.009472,            0.009472,            0.009472
                  18,            0.040431,            0.011385,           0.0010894,             0.88034,             0.86132,             0.91421,             0.40282,             0.04089,           0.0090179,          0.00064744,            0.009439,            0.009439,            0.009439
                  19,            0.040419,            0.011237,            0.001151,             0.91131,             0.86321,             0.91906,             0.39211,            0.041516,           0.0093825,          0.00061665,            0.009406,            0.009406,            0.009406
                  20,            0.040571,              0.0113,            0.001308,             0.89854,             0.89714,             0.91707,             0.43165,            0.040288,           0.0088701,           0.0005551,            0.009373,            0.009373,            0.009373
                  21,            0.040499,            0.011039,           0.0010776,             0.86102,              0.8117,             0.86647,             0.37663,            0.041901,           0.0090327,           0.0012824,             0.00934,             0.00934,             0.00934
                  22,            0.040348,            0.011129,           0.0011062,              0.8848,             0.82198,             0.87825,             0.39764,            0.040849,           0.0089934,          0.00081754,            0.009307,            0.009307,            0.009307
                  23,            0.040068,            0.011316,          0.00095651,              0.8894,             0.86293,             0.91343,              0.4182,            0.039781,           0.0089128,          0.00069375,            0.009274,            0.009274,            0.009274
                  24,            0.040403,            0.011273,          0.00093693,             0.86685,              0.8887,             0.91969,             0.39915,            0.041172,            0.009334,          0.00058891,            0.009241,            0.009241,            0.009241
                  25,            0.039441,            0.011221,           0.0008595,             0.82488,             0.82607,             0.87124,             0.40167,            0.040272,           0.0089391,           0.0012052,            0.009208,            0.009208,            0.009208
                  26,            0.039388,            0.011093,          0.00091675,              0.8837,             0.86013,             0.91133,             0.40908,            0.039868,           0.0089579,          0.00053705,            0.009175,            0.009175,            0.009175
                  27,            0.039023,            0.011134,          0.00068247,             0.88303,             0.84415,             0.90705,             0.42605,            0.039659,           0.0088983,           0.0010994,            0.009142,            0.009142,            0.009142
                  28,            0.039029,            0.011068,          0.00068232,             0.89873,             0.87493,             0.91415,             0.41564,            0.040007,           0.0089874,          0.00049745,            0.009109,            0.009109,            0.009109
                  29,            0.038924,            0.011093,          0.00088225,               0.926,             0.87411,             0.93144,              0.4321,             0.04013,           0.0089129,          0.00076926,            0.009076,            0.009076,            0.009076
                  30,            0.039125,            0.011164,           0.0011104,             0.88077,             0.90771,             0.92359,             0.41255,            0.040614,            0.009067,          0.00047872,            0.009043,            0.009043,            0.009043
