               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11345,            0.086642,                   0,             0.13639,             0.24866,            0.072713,            0.016891,            0.098229,            0.071019,                   0,              0.0838,              0.0018,              0.0018
                   1,            0.087692,            0.093952,                   0,             0.20223,             0.47715,             0.21238,            0.058213,            0.087569,             0.16692,                   0,            0.066688,           0.0036878,           0.0036878
                   2,            0.074064,            0.081192,                   0,             0.29322,             0.56048,             0.32159,            0.097032,            0.080971,            0.082776,                   0,            0.049563,            0.005563,            0.005563
                   3,            0.073874,            0.071015,                   0,             0.17891,             0.60484,             0.16669,            0.051536,            0.080449,            0.067309,                   0,            0.032426,           0.0074258,           0.0074258
                   4,            0.073465,            0.066241,                   0,             0.35382,             0.60081,             0.44449,             0.16068,            0.069186,            0.052896,                   0,            0.015276,           0.0092759,           0.0092759
                   5,            0.071207,            0.070115,                   0,             0.43697,             0.72849,             0.50085,             0.17563,            0.069431,            0.055494,                   0,            0.009835,            0.009835,            0.009835
                   6,            0.062678,            0.067817,                   0,             0.29982,             0.64806,             0.33975,             0.14852,            0.067693,            0.064276,                   0,            0.009835,            0.009835,            0.009835
                   7,            0.058635,             0.06428,                   0,             0.58735,             0.74194,             0.69258,             0.37551,            0.052602,            0.054977,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.051749,            0.064081,                   0,             0.50948,             0.74194,              0.6738,             0.25764,            0.051841,            0.055541,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.047406,            0.059282,                   0,             0.81437,             0.74887,             0.85129,              0.3864,            0.046717,            0.048963,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.046458,            0.058957,                   0,             0.63644,             0.79435,             0.79244,             0.43467,            0.049525,            0.051116,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.047318,            0.062125,                   0,             0.86729,             0.91349,             0.93717,             0.54232,            0.035459,            0.045869,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.039308,            0.066376,                   0,             0.92277,             0.91537,             0.96084,             0.62122,            0.034816,            0.049904,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.040332,            0.057451,                   0,             0.89317,             0.92204,             0.95569,             0.58514,             0.03692,            0.044317,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.039592,            0.064942,                   0,             0.88641,             0.91253,             0.95757,             0.62367,            0.037174,            0.044523,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.039942,            0.058919,                   0,             0.93795,             0.91429,             0.96721,             0.65473,            0.031801,            0.042375,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.038604,             0.05705,                   0,             0.93884,             0.91263,               0.964,             0.55306,            0.036108,            0.043807,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.037932,            0.059176,                   0,             0.93269,             0.91263,             0.97049,             0.67065,            0.031891,            0.042712,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.036264,            0.055648,                   0,             0.93373,             0.92876,              0.9775,             0.64699,            0.031781,            0.043296,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.031842,             0.06532,                   0,             0.93307,             0.93695,             0.97381,             0.69539,            0.028848,             0.04299,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.032802,             0.05699,                   0,             0.94351,             0.92473,             0.97387,             0.65015,            0.034977,            0.042647,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.034456,            0.052811,                   0,             0.94486,             0.92204,             0.97006,             0.64276,            0.030027,            0.041241,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.033312,            0.056363,                   0,             0.95804,             0.92339,             0.97866,               0.724,            0.029176,            0.040343,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.031965,            0.052619,                   0,              0.9489,             0.92347,             0.97302,             0.63655,            0.032445,            0.041992,                   0,            0.009274,            0.009274,            0.009274
