               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.0919,            0.024612,            0.020149,             0.66746,             0.40828,             0.34788,             0.11181,            0.065742,            0.013908,           0.0070563,            0.070142,           0.0033176,           0.0033176
                   1,            0.067212,            0.015545,           0.0072396,             0.79062,             0.49112,             0.50188,             0.18644,            0.056438,            0.011416,           0.0063731,             0.04001,           0.0065193,           0.0065193
                   2,            0.062046,            0.013745,           0.0064736,             0.75741,             0.51212,             0.52494,             0.20007,            0.054949,            0.010428,           0.0059865,           0.0097461,           0.0095889,           0.0095889
                   3,            0.055891,            0.012977,           0.0057359,              0.8577,             0.55131,             0.68618,             0.25868,            0.051323,            0.010351,           0.0049491,            0.009406,            0.009406,            0.009406
                   4,            0.051207,            0.012412,           0.0044038,             0.74641,             0.84172,             0.84028,             0.35983,            0.044171,            0.010239,           0.0031362,            0.009406,            0.009406,            0.009406
                   5,            0.049358,            0.012222,           0.0034886,              0.7899,             0.72006,             0.74975,             0.28154,            0.046966,            0.010811,           0.0030188,            0.009208,            0.009208,            0.009208
                   6,            0.047854,            0.012225,            0.002735,             0.76305,             0.82209,             0.81559,             0.34007,            0.045757,            0.010121,           0.0020253,             0.00901,             0.00901,             0.00901
                   7,            0.046522,            0.011865,           0.0022551,             0.83934,             0.84571,              0.8731,             0.37684,            0.041652,           0.0096698,           0.0013717,            0.008812,            0.008812,            0.008812
                   8,            0.044854,            0.011631,           0.0020889,              0.8323,             0.79603,             0.87012,             0.40433,            0.041553,           0.0098805,           0.0022681,            0.008614,            0.008614,            0.008614
                   9,            0.043853,            0.011647,           0.0020437,             0.89033,             0.84482,              0.9085,             0.43088,            0.040084,            0.009527,           0.0014386,            0.008416,            0.008416,            0.008416
                  10,            0.043796,            0.011523,           0.0020162,             0.89501,             0.81668,              0.8881,             0.36523,            0.041543,           0.0095833,            0.001133,            0.008218,            0.008218,            0.008218
                  11,            0.043094,            0.011731,           0.0016515,             0.87727,              0.8329,              0.8783,             0.39974,             0.04063,           0.0094518,           0.0011532,             0.00802,             0.00802,             0.00802
                  12,            0.042597,            0.011544,           0.0016538,             0.89201,             0.84939,             0.91508,             0.41773,            0.039825,           0.0094116,            0.001124,            0.007822,            0.007822,            0.007822
                  13,            0.041857,            0.011404,           0.0015171,             0.91036,             0.84286,              0.9073,             0.40502,            0.039616,           0.0094848,           0.0011579,            0.007624,            0.007624,            0.007624
                  14,            0.041223,            0.011251,           0.0011113,             0.88125,             0.87827,             0.92895,             0.44374,            0.038862,           0.0093259,          0.00068844,            0.007426,            0.007426,            0.007426
                  15,             0.04092,            0.011083,           0.0012949,              0.8841,             0.88125,             0.91877,             0.44344,            0.038808,           0.0093438,           0.0006353,            0.007228,            0.007228,            0.007228
                  16,            0.040656,            0.011338,           0.0011132,             0.90448,             0.87098,             0.90971,             0.41617,            0.039299,           0.0094532,          0.00087022,             0.00703,             0.00703,             0.00703
                  17,            0.040347,            0.011153,           0.0013553,             0.85963,             0.86225,             0.90137,             0.42965,            0.039818,           0.0094154,          0.00095177,            0.006832,            0.006832,            0.006832
                  18,            0.040323,            0.011108,          0.00094466,             0.87311,             0.83951,             0.88744,             0.42822,            0.038978,            0.009543,          0.00065271,            0.006634,            0.006634,            0.006634
                  19,            0.040014,            0.011218,          0.00097208,             0.88973,             0.86892,             0.91394,             0.45257,            0.038239,           0.0093049,           0.0006607,            0.006436,            0.006436,            0.006436
                  20,            0.040178,            0.011053,           0.0009285,              0.9138,             0.85552,             0.92243,             0.45029,            0.038238,            0.009377,          0.00065662,            0.006238,            0.006238,            0.006238
