               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11322,            0.083736,                   0,             0.13881,             0.19941,            0.081026,            0.017502,            0.094016,            0.072591,                   0,              0.0838,              0.0018,              0.0018
                   1,             0.08834,             0.10142,                   0,             0.15275,             0.39734,             0.14282,            0.036759,            0.088096,             0.10313,                   0,            0.066688,           0.0036878,           0.0036878
                   2,            0.075921,            0.074711,                   0,             0.42901,             0.60414,             0.46116,             0.17084,            0.082135,            0.062874,                   0,            0.049563,            0.005563,            0.005563
                   3,            0.076348,            0.073511,                   0,             0.34209,             0.54801,             0.37798,            0.085573,            0.086953,             0.05617,                   0,            0.032426,           0.0074258,           0.0074258
                   4,            0.073301,             0.07243,                   0,             0.27803,             0.54948,             0.31066,             0.10904,            0.079015,             0.06341,                   0,            0.015276,           0.0092759,           0.0092759
                   5,            0.070592,            0.070563,                   0,             0.45908,             0.71049,             0.46837,             0.21782,            0.063652,            0.054237,                   0,            0.009835,            0.009835,            0.009835
                   6,            0.062953,            0.070411,                   0,             0.56772,             0.72357,             0.64859,             0.24286,            0.065418,            0.053187,                   0,            0.009835,            0.009835,            0.009835
                   7,            0.055862,            0.068208,                   0,             0.67586,             0.81619,             0.76059,             0.42398,            0.050992,            0.050222,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.053024,            0.066263,                   0,             0.41156,             0.78516,             0.53603,             0.24588,            0.055069,            0.055834,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.050008,            0.068893,                   0,             0.78866,              0.8449,             0.87213,             0.37747,            0.046625,            0.048971,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.045258,            0.059797,                   0,             0.81815,             0.85061,             0.89426,             0.47285,            0.036766,            0.043317,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.043785,            0.061741,                   0,             0.93743,              0.9291,             0.96089,             0.42241,            0.042077,             0.04362,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.044487,             0.07092,                   0,             0.94898,              0.9341,             0.96711,             0.45424,            0.039729,            0.043608,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.041218,             0.06035,                   0,             0.93943,             0.91433,             0.96745,             0.61673,            0.033634,             0.04318,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.039061,            0.065895,                   0,             0.88958,             0.88479,             0.95258,             0.62243,            0.033765,            0.042067,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.039339,            0.065578,                   0,             0.94323,             0.93255,              0.9724,             0.51759,            0.037033,            0.042615,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.036716,            0.056498,                   0,             0.95931,             0.94035,             0.97581,             0.62815,            0.031234,            0.039721,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.040117,            0.064986,                   0,              0.8071,             0.93796,             0.93452,              0.6093,            0.032191,            0.038326,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.035675,            0.053769,                   0,             0.95943,             0.93501,             0.97589,             0.52647,            0.040708,            0.041375,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.035196,            0.055874,                   0,              0.9655,             0.93501,             0.97578,             0.68949,            0.030292,            0.041757,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.034276,            0.061847,                   0,             0.96191,             0.94387,             0.97809,             0.65193,            0.033139,            0.039682,                   0,            0.009373,            0.009373,            0.009373
