               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10994,            0.037347,            0.041935,             0.36434,             0.27532,             0.10653,            0.027434,            0.081846,            0.025529,            0.031354,            0.070385,           0.0032906,           0.0032906
                   1,            0.080425,             0.02789,            0.025771,             0.46778,             0.44335,             0.21111,            0.050696,            0.077529,            0.019158,            0.019277,            0.040253,           0.0064928,           0.0064928
                   2,            0.076112,            0.025003,            0.017986,             0.43767,             0.43075,              0.2365,            0.059684,            0.080583,            0.018402,            0.014637,           0.0099903,            0.009563,            0.009563
                   3,            0.070571,            0.023994,            0.014976,             0.68044,             0.44465,             0.46943,             0.15713,            0.062564,            0.019869,             0.01299,            0.009406,            0.009406,            0.009406
                   4,            0.062146,            0.023686,            0.013997,             0.73335,              0.5122,             0.54299,             0.19618,            0.055075,            0.019658,            0.013403,            0.009406,            0.009406,            0.009406
                   5,            0.059274,             0.02293,            0.011963,             0.64882,             0.49212,             0.45956,             0.15026,            0.056561,            0.019152,            0.011107,            0.009208,            0.009208,            0.009208
                   6,            0.055833,            0.023471,            0.011374,             0.83658,             0.57004,             0.73363,              0.2946,            0.046907,             0.01885,            0.012121,             0.00901,             0.00901,             0.00901
                   7,             0.05393,            0.023933,            0.010691,             0.51388,              0.7463,             0.70236,              0.2498,            0.051345,            0.019311,            0.011051,            0.008812,            0.008812,            0.008812
                   8,            0.052593,            0.022979,            0.010428,             0.64209,             0.77443,             0.76413,             0.28424,            0.049533,            0.019006,           0.0096342,            0.008614,            0.008614,            0.008614
                   9,            0.052359,            0.022452,           0.0091168,             0.73665,             0.73189,             0.75768,             0.27424,            0.050102,            0.018662,           0.0088882,            0.008416,            0.008416,            0.008416
                  10,            0.049566,            0.023571,           0.0092571,             0.73414,              0.7594,             0.78788,              0.3184,            0.046118,            0.018073,           0.0084048,            0.008218,            0.008218,            0.008218
                  11,            0.049202,            0.022288,            0.008122,             0.80812,              0.7069,             0.77743,             0.29647,            0.049286,            0.018362,           0.0086086,             0.00802,             0.00802,             0.00802
                  12,            0.048845,            0.022167,           0.0079526,             0.84602,             0.73144,             0.82149,             0.32912,            0.046145,            0.018182,           0.0083801,            0.007822,            0.007822,            0.007822
                  13,            0.047629,            0.022003,           0.0071987,             0.81813,             0.80036,             0.84648,             0.37399,            0.043767,             0.01782,           0.0071936,            0.007624,            0.007624,            0.007624
                  14,            0.046962,            0.021771,           0.0079383,             0.82676,             0.76239,              0.8286,             0.36731,            0.043469,            0.017787,             0.00834,            0.007426,            0.007426,            0.007426
                  15,            0.046693,            0.022611,           0.0072561,             0.80674,             0.79116,             0.83896,             0.34645,            0.044546,            0.018296,           0.0066616,            0.007228,            0.007228,            0.007228
                  16,            0.046045,            0.021227,           0.0066731,             0.82042,             0.78414,             0.83288,             0.35599,            0.043982,            0.017967,           0.0080971,             0.00703,             0.00703,             0.00703
                  17,            0.045276,            0.021644,           0.0066937,             0.83089,             0.78521,             0.83777,             0.37585,            0.042977,            0.018029,           0.0089043,            0.006832,            0.006832,            0.006832
                  18,            0.044284,             0.02137,           0.0067223,             0.81103,             0.76333,             0.82278,             0.35228,            0.044157,            0.018056,            0.007436,            0.006634,            0.006634,            0.006634
                  19,            0.045176,             0.02143,           0.0063482,             0.80434,             0.75732,             0.81737,             0.36293,            0.043243,            0.017999,           0.0090195,            0.006436,            0.006436,            0.006436
                  20,            0.044305,             0.02154,           0.0062556,             0.82805,             0.79163,             0.84596,             0.38052,            0.042127,            0.017875,           0.0078621,            0.006238,            0.006238,            0.006238
                  21,            0.043761,            0.021393,             0.00615,             0.76563,             0.74438,              0.7934,             0.33992,            0.043895,             0.01783,           0.0079139,             0.00604,             0.00604,             0.00604
                  22,            0.043595,            0.020983,           0.0055279,             0.85638,             0.77768,             0.84264,             0.38347,             0.04316,            0.018212,           0.0071009,            0.005842,            0.005842,            0.005842
                  23,            0.042583,            0.021507,           0.0055167,             0.82327,              0.7857,             0.83747,             0.37844,            0.041775,            0.017715,           0.0070802,            0.005644,            0.005644,            0.005644
                  24,            0.042543,            0.021727,            0.005665,             0.85551,             0.78378,             0.86464,             0.38518,            0.041967,            0.017626,           0.0067947,            0.005446,            0.005446,            0.005446
                  25,            0.041847,            0.021121,           0.0051303,             0.82641,             0.79363,             0.86087,             0.37665,            0.042488,            0.017703,            0.006652,            0.005248,            0.005248,            0.005248
                  26,            0.041854,             0.02076,           0.0050238,             0.86014,             0.77602,             0.83845,             0.37585,             0.04146,            0.018056,           0.0063331,             0.00505,             0.00505,             0.00505
                  27,            0.041645,            0.021505,           0.0054294,             0.83692,               0.795,             0.84889,             0.38833,            0.041818,            0.017683,           0.0066872,            0.004852,            0.004852,            0.004852
                  28,            0.040917,              0.0209,           0.0046591,             0.82589,             0.80716,             0.86005,             0.40109,            0.041226,            0.017596,           0.0063895,            0.004654,            0.004654,            0.004654
                  29,              0.0411,            0.021008,           0.0042027,             0.83189,             0.83387,             0.86317,             0.40893,            0.041148,            0.017361,           0.0063346,            0.004456,            0.004456,            0.004456
                  30,            0.040891,            0.021214,           0.0045616,             0.84812,              0.8044,              0.8608,             0.41358,            0.041015,            0.017418,           0.0066239,            0.004258,            0.004258,            0.004258
                  31,            0.040879,            0.020831,           0.0040495,             0.84541,             0.82784,             0.86499,             0.39749,            0.041019,            0.017307,           0.0063357,             0.00406,             0.00406,             0.00406
                  32,            0.040847,            0.021071,           0.0046009,             0.82877,             0.82162,             0.85997,             0.40268,            0.041107,             0.01765,           0.0062488,            0.003862,            0.003862,            0.003862
                  33,            0.040262,            0.021057,            0.004212,             0.83589,             0.79829,             0.83782,             0.37844,            0.041493,            0.017678,           0.0068775,            0.003664,            0.003664,            0.003664
                  34,            0.039453,            0.020327,           0.0032929,             0.82958,              0.8122,             0.85792,             0.40243,            0.040655,            0.017331,           0.0070422,            0.003466,            0.003466,            0.003466
                  35,            0.039658,             0.02057,           0.0044603,             0.83386,             0.82415,             0.86413,             0.42531,            0.040381,            0.017425,           0.0062913,            0.003268,            0.003268,            0.003268
                  36,            0.038813,            0.020325,            0.003877,              0.8379,             0.79907,             0.86755,              0.4046,            0.040504,            0.017388,           0.0062257,             0.00307,             0.00307,             0.00307
                  37,            0.038845,            0.020241,           0.0038527,             0.83626,             0.82124,              0.8705,              0.4128,            0.040265,              0.0173,            0.006256,            0.002872,            0.002872,            0.002872
                  38,             0.03856,            0.021098,           0.0036113,             0.82361,             0.82598,             0.86003,              0.3992,            0.040989,            0.017386,           0.0072192,            0.002674,            0.002674,            0.002674
                  39,            0.037965,            0.020163,           0.0031287,             0.83013,             0.84933,             0.87204,             0.41136,            0.039888,            0.017155,           0.0061835,            0.002476,            0.002476,            0.002476
                  40,            0.038033,            0.020653,           0.0034943,             0.86442,             0.81095,             0.85831,              0.3945,              0.0406,            0.017492,            0.006526,            0.002278,            0.002278,            0.002278
                  41,            0.038049,            0.019699,           0.0033869,             0.82234,             0.84499,             0.86761,             0.41435,            0.040506,            0.017446,           0.0068747,             0.00208,             0.00208,             0.00208
                  42,            0.037724,            0.019786,           0.0029358,             0.83642,              0.8173,             0.85972,             0.41853,            0.039993,            0.017307,           0.0076678,            0.001882,            0.001882,            0.001882
                  43,             0.03718,            0.019574,             0.00281,             0.83279,             0.84091,             0.87177,             0.40036,            0.040466,            0.017319,           0.0066924,            0.001684,            0.001684,            0.001684
                  44,            0.036818,             0.01934,           0.0028084,             0.83361,             0.81158,             0.84108,             0.38763,            0.040417,            0.017582,           0.0066607,            0.001486,            0.001486,            0.001486
                  45,            0.037037,            0.019941,           0.0030395,             0.83194,               0.818,               0.862,             0.40529,            0.040045,            0.017468,           0.0070331,            0.001288,            0.001288,            0.001288
                  46,            0.037058,             0.02023,           0.0026417,             0.82781,              0.8324,             0.87128,             0.42001,            0.039764,            0.017358,           0.0068443,             0.00109,             0.00109,             0.00109
                  47,             0.03634,            0.019611,           0.0027889,             0.83336,             0.84756,             0.87364,             0.43242,            0.039351,            0.017113,           0.0065585,            0.000892,            0.000892,            0.000892
                  48,            0.036384,            0.019771,           0.0023786,             0.83492,             0.83386,             0.86849,             0.42853,            0.039277,            0.017094,           0.0070195,            0.000694,            0.000694,            0.000694
                  49,            0.036121,             0.01951,           0.0026189,             0.82878,             0.84097,              0.8673,             0.42257,            0.039462,            0.017233,           0.0067009,            0.000496,            0.000496,            0.000496
