epoch,train_loss,train_dice_loss,train_rmse_loss,val_loss,val_dice_loss,val_rmse_loss,is_best,epoch_time_sec,green_P,green_R,green_mAP50,green_mAP50_95,green_instances,green_preds,red_P,red_R,red_mAP50,red_mAP50_95,red_instances,red_preds,aqua_P,aqua_R,aqua_mAP50,aqua_mAP50_95,aqua_instances,aqua_preds,overall_P,overall_R,overall_mAP50,overall_mAP50_95
18,0.56857189,0.90819885,0.0591314,0.56915884,0.91008698,0.05776659,False,706.58,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
19,0.56858708,0.90825188,0.05908982,0.56910662,0.90911142,0.05909936,False,705.97,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
20,0.56855647,0.90818261,0.0591172,0.56921778,0.90852212,0.06026121,False,705.98,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
21,0.56857322,0.90820809,0.05912086,0.56912762,0.90890025,0.05946864,False,706.37,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
22,0.56858005,0.9082317,0.0591025,0.56937904,0.90821415,0.06112631,False,706.96,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
23,0.56862479,0.90833764,0.05905546,0.56921015,0.90854381,0.0602096,False,706.45,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
24,0.56859508,0.90826074,0.05909654,0.56914372,0.90997275,0.05790012,False,706.59,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
25,0.56868937,0.90841873,0.05909526,0.56922203,0.91047106,0.05734843,False,706.6,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
26,0.56855887,0.90821536,0.05907407,0.56912996,0.90985329,0.0580449,False,707.52,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
27,0.5685431,0.9081903,0.05907224,0.56910099,0.90924713,0.05888173,True,705.66,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
28,0.56863411,0.90832391,0.05909936,0.56914856,0.91001085,0.05785505,False,706.63,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
29,0.56865174,0.90839429,0.05903785,0.56913419,0.9098921,0.05799726,False,707.01,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
30,0.56863271,0.90836028,0.0590413,0.56912099,0.90976201,0.0581594,False,706.52,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
31,0.56858845,0.90823622,0.05911675,0.56916383,0.90870525,0.05985165,False,705.93,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
32,0.56863365,0.90834025,0.05907367,0.56913088,0.90986188,0.05803431,False,706.59,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
33,0.56853995,0.90817325,0.05908993,0.56910049,0.90938421,0.05867486,True,706.19,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
34,0.56855246,0.90820968,0.05906657,0.56948904,0.90808977,0.06158787,False,706.99,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
35,0.56863613,0.90834942,0.05906614,0.56927722,0.90838186,0.06062019,False,706.15,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
36,0.56859082,0.90822201,0.05914397,0.56914641,0.90999415,0.05787475,False,706.63,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
37,0.56855147,0.90818494,0.0591012,0.56913014,0.90888278,0.05950112,False,707.54,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
38,0.56853006,0.90816463,0.05907816,0.56914241,0.90880818,0.05964368,False,705.62,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
39,0.56861162,0.90828702,0.05909846,0.56913295,0.90988093,0.05801091,False,705.89,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
40,0.5686336,0.90834499,0.05906647,0.56912228,0.90977603,0.05814158,False,705.23,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
41,0.56861787,0.90830977,0.05907997,0.56910022,0.90930004,0.05880043,True,706.61,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
42,0.56856466,0.90821126,0.0590947,0.56911244,0.90903402,0.05923001,False,707.81,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
43,0.56859407,0.9082517,0.05910758,0.56914297,0.90996668,0.05790733,False,705.91,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
44,0.56856691,0.90823486,0.05906493,0.56917827,0.90864813,0.05997343,False,705.67,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
45,0.56861822,0.9083186,0.05906758,0.56910285,0.90918606,0.05897797,False,708.08,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
46,0.56860653,0.90829299,0.05907678,0.56910248,0.90919585,0.05896236,False,707.85,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
47,0.56861984,0.90831715,0.05907381,0.56911558,0.90900076,0.05928776,False,706.19,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
48,0.56856673,0.90820092,0.0591154,0.56918037,0.91023058,0.057605,False,706.74,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
49,0.56860992,0.90829028,0.05908933,0.56913476,0.90885285,0.05955756,False,706.13,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
50,0.56857346,0.90821999,0.05910359,0.56917922,0.90864467,0.05998098,False,651.02,0.0,0.0,0.0,0.0,861,0,0.0,0.0,0.0,0.0,989,0,0.0,0.0,0.0,0.0,61,0,0.0,0.0,0.0,0.0
