               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.092707,            0.025178,             0.02104,             0.66183,             0.37892,               0.331,            0.098617,            0.066453,            0.012661,           0.0057469,             0.07014,           0.0033178,           0.0033178
                   1,            0.067189,            0.015842,           0.0067815,              0.6752,             0.44539,              0.4055,             0.14247,            0.059198,            0.011334,           0.0046007,            0.040008,           0.0065194,           0.0065194
                   2,            0.062131,            0.013991,           0.0064086,             0.82338,             0.50987,             0.68066,             0.26314,            0.051158,            0.010043,           0.0038199,           0.0097448,            0.009589,            0.009589
                   3,            0.056371,            0.013061,           0.0050096,             0.53818,             0.63998,             0.64089,             0.23333,            0.056479,           0.0096182,           0.0042926,            0.009406,            0.009406,            0.009406
                   4,            0.051659,            0.012387,           0.0036289,             0.59304,             0.61955,             0.60961,             0.23562,            0.047509,           0.0098174,           0.0039258,            0.009406,            0.009406,            0.009406
                   5,            0.049702,            0.012308,           0.0028671,             0.82135,             0.77121,             0.84151,             0.32012,            0.047361,           0.0094013,           0.0023898,            0.009208,            0.009208,            0.009208
                   6,            0.047552,             0.01196,           0.0023567,             0.83969,             0.78282,             0.84677,             0.32688,            0.045996,           0.0095253,           0.0014323,             0.00901,             0.00901,             0.00901
                   7,            0.046042,            0.011852,           0.0024046,             0.89035,             0.85604,             0.92783,             0.41412,            0.042606,           0.0094392,           0.0013399,            0.008812,            0.008812,            0.008812
                   8,            0.044407,            0.011808,           0.0019566,             0.86887,             0.85105,             0.90047,             0.40663,            0.039982,           0.0091081,           0.0013249,            0.008614,            0.008614,            0.008614
                   9,            0.044129,            0.011621,           0.0016664,             0.87957,             0.83974,             0.89655,             0.37577,            0.041389,           0.0093092,           0.0013972,            0.008416,            0.008416,            0.008416
                  10,            0.043091,            0.011536,           0.0015803,             0.88122,              0.8608,             0.90806,             0.41693,            0.040585,           0.0090427,           0.0010575,            0.008218,            0.008218,            0.008218
