epoch,train_loss,train_dice_loss,train_rmse_loss,val_loss,val_dice_loss,val_rmse_loss,is_best,epoch_time_sec,green_P,green_R,green_mAP50,green_mAP50_95,green_instances,green_preds,red_P,red_R,red_mAP50,red_mAP50_95,red_instances,red_preds,aqua_P,aqua_R,aqua_mAP50,aqua_mAP50_95,aqua_instances,aqua_preds,overall_P,overall_R,overall_mAP50,overall_mAP50_95
16,0.61899911,1.0,0.04749773,0.61855933,1.0,0.04639827,False,701.76,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
17,0.61900386,1.0,0.0475096,0.61855933,1.0,0.04639827,False,704.74,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
18,0.61898996,1.0,0.04747485,0.61855933,1.0,0.04639827,False,703.97,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
19,0.61900224,1.0,0.04750554,0.61855933,1.0,0.04639827,False,703.34,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
20,0.61900507,1.0,0.04751262,0.61855933,1.0,0.04639827,False,705.27,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
21,0.61899884,1.0,0.04749705,0.61855933,1.0,0.04639827,False,705.11,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
22,0.6190015,1.0,0.0475037,0.61855933,1.0,0.04639827,False,706.35,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
23,0.61900168,1.0,0.04750413,0.61855933,1.0,0.04639827,False,704.3,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
24,0.61899179,1.0,0.04747942,0.61855933,1.0,0.04639827,False,702.82,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
25,0.61899865,1.0,0.04749658,0.61855933,1.0,0.04639827,False,703.99,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
26,0.61900013,1.0,0.04750028,0.61855933,1.0,0.04639827,False,705.33,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
27,0.61900146,1.0,0.0475036,0.61855933,1.0,0.04639827,False,704.45,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
28,0.61900177,1.0,0.04750437,0.61855933,1.0,0.04639827,False,702.85,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
29,0.61899175,1.0,0.04747932,0.61855933,1.0,0.04639827,False,704.03,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
30,0.61899329,1.0,0.04748317,0.61855933,1.0,0.04639827,False,704.03,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
31,0.61898894,1.0,0.04747229,0.61855933,1.0,0.04639827,False,704.57,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
32,0.6190022,1.0,0.04750544,0.61855933,1.0,0.04639827,False,704.42,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
33,0.61900517,1.0,0.04751287,0.61855933,1.0,0.04639827,False,703.97,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
34,0.61900508,1.0,0.04751265,0.61855933,1.0,0.04639827,False,703.03,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
35,0.61899064,1.0,0.04747654,0.61855933,1.0,0.04639827,False,704.68,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
36,0.61898926,1.0,0.04747308,0.61855933,1.0,0.04639827,False,703.63,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
37,0.61899626,1.0,0.0474906,0.61855933,1.0,0.04639827,False,703.76,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
38,0.61899117,1.0,0.04747788,0.61855933,1.0,0.04639827,False,704.33,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
39,0.61898713,1.0,0.04746777,0.61855933,1.0,0.04639827,False,704.78,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
40,0.61899053,1.0,0.04747626,0.61855933,1.0,0.04639827,False,705.31,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
41,0.61899245,1.0,0.04748107,0.61855933,1.0,0.04639827,False,705.64,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
42,0.61899966,1.0,0.0474991,0.61855933,1.0,0.04639827,False,705.42,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
43,0.61899405,1.0,0.04748508,0.61855933,1.0,0.04639827,False,703.57,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
44,0.61899127,1.0,0.04747812,0.61855933,1.0,0.04639827,False,705.01,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
45,0.6189944,1.0,0.04748594,0.61855933,1.0,0.04639827,False,705.1,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
46,0.61899032,1.0,0.04747574,0.61855933,1.0,0.04639827,False,703.42,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
47,0.618999,1.0,0.04749744,0.61855933,1.0,0.04639827,False,704.38,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
48,0.61899437,1.0,0.04748586,0.61855933,1.0,0.04639827,False,704.65,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
49,0.6189971,1.0,0.0474927,0.61855933,1.0,0.04639827,False,703.99,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
50,0.61899231,1.0,0.04748072,0.61855933,1.0,0.04639827,False,704.4,0.0,0.0,0.0,0.0,879,0,0.0,0.0,0.0,0.0,950,0,0.0,0.0,0.0,0.0,71,0,0.0,0.0,0.0,0.0
