               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              0.1099,            0.037942,            0.042183,             0.36514,             0.14482,            0.098326,            0.023193,             0.09165,            0.021475,            0.033274,             0.07038,           0.0032911,           0.0032911
                   1,            0.080792,            0.028103,            0.025093,             0.41624,             0.33131,             0.17702,             0.05456,             0.07969,            0.017595,            0.018172,            0.040249,           0.0064933,           0.0064933
                   2,             0.07562,            0.025768,            0.016282,             0.42318,             0.40302,             0.23776,            0.072466,            0.077468,            0.018033,            0.016264,           0.0099854,           0.0095635,           0.0095635
                   3,            0.069638,            0.024588,            0.014484,             0.61059,             0.45913,             0.37594,             0.11741,            0.059798,            0.018268,            0.012092,            0.009406,            0.009406,            0.009406
                   4,             0.06215,            0.024053,             0.01292,             0.75587,              0.5374,             0.56438,             0.21863,            0.052295,            0.017724,            0.012885,            0.009406,            0.009406,            0.009406
                   5,            0.057833,            0.023765,            0.012468,             0.73882,             0.52717,             0.57973,             0.19553,            0.054384,            0.017929,            0.011885,            0.009208,            0.009208,            0.009208
                   6,            0.055879,            0.023345,            0.011548,             0.80841,             0.55514,             0.64471,             0.23923,            0.051085,            0.017372,            0.011327,             0.00901,             0.00901,             0.00901
                   7,            0.053876,             0.02303,            0.010409,             0.82106,             0.55251,             0.70169,             0.26947,            0.049987,            0.017295,            0.010647,            0.008812,            0.008812,            0.008812
                   8,            0.052431,              0.0233,            0.010397,              0.5429,             0.76948,             0.75615,             0.30241,            0.047654,            0.016809,           0.0098065,            0.008614,            0.008614,            0.008614
                   9,            0.051557,            0.022654,           0.0097115,             0.68174,              0.6723,              0.7264,             0.25484,            0.049012,            0.017746,            0.010144,            0.008416,            0.008416,            0.008416
                  10,            0.049414,            0.023387,           0.0095935,             0.69792,             0.68263,             0.72255,             0.27089,            0.052061,            0.016815,           0.0086887,            0.008218,            0.008218,            0.008218
                  11,            0.049313,            0.022704,           0.0087681,             0.70846,             0.77055,             0.81807,             0.33911,            0.045801,            0.017342,           0.0076661,             0.00802,             0.00802,             0.00802
                  12,            0.047901,            0.022218,           0.0073804,              0.7428,             0.74854,             0.79161,             0.30464,            0.048078,            0.016985,           0.0080148,            0.007822,            0.007822,            0.007822
                  13,             0.04782,            0.021987,           0.0078876,             0.79344,             0.74449,             0.80981,             0.31436,            0.047056,            0.016949,           0.0077625,            0.007624,            0.007624,            0.007624
                  14,             0.04642,            0.022521,           0.0079248,             0.81166,             0.77705,             0.83394,             0.36885,            0.043313,            0.016595,           0.0077618,            0.007426,            0.007426,            0.007426
                  15,            0.046194,            0.022229,           0.0070512,             0.81965,             0.74374,             0.80283,             0.32123,            0.045606,            0.017723,           0.0077466,            0.007228,            0.007228,            0.007228
                  16,            0.045933,            0.021838,           0.0067073,             0.81758,             0.79183,              0.8381,             0.35996,            0.044027,            0.016737,           0.0070881,             0.00703,             0.00703,             0.00703
                  17,            0.045075,            0.021979,           0.0066896,             0.80575,             0.76599,             0.81984,             0.34453,            0.043667,            0.017094,           0.0072947,            0.006832,            0.006832,            0.006832
                  18,            0.044817,            0.021982,           0.0067924,             0.82981,             0.77519,             0.84135,             0.36282,            0.042651,            0.016935,           0.0076228,            0.006634,            0.006634,            0.006634
                  19,            0.043851,            0.021521,           0.0064719,             0.82301,             0.77689,             0.83386,             0.36251,             0.04244,            0.016683,           0.0070092,            0.006436,            0.006436,            0.006436
                  20,            0.043296,            0.021876,           0.0055188,              0.8324,             0.80362,             0.87046,             0.38548,            0.042115,            0.016545,           0.0063805,            0.006238,            0.006238,            0.006238
                  21,            0.043803,            0.021644,           0.0059683,             0.84089,             0.82765,             0.86531,             0.37102,            0.042223,            0.016484,           0.0069541,             0.00604,             0.00604,             0.00604
