epoch,train_loss,train_dice_loss,train_rmse_loss,val_loss,val_dice_loss,val_rmse_loss,is_best,epoch_time_sec,green_P,green_R,green_mAP50,green_mAP50_95,green_instances,green_preds,red_P,red_R,red_mAP50,red_mAP50_95,red_instances,red_preds,aqua_P,aqua_R,aqua_mAP50,aqua_mAP50_95,aqua_instances,aqua_preds,overall_P,overall_R,overall_mAP50,overall_mAP50_95
24,0.61890586,1.0,0.0472646,0.61888649,1.0,0.04721616,False,704.74,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
25,0.61890804,1.0,0.04727006,0.61888649,1.0,0.04721616,False,704.59,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
26,0.61892236,1.0,0.04730584,0.61888649,1.0,0.04721616,False,705.98,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
27,0.6189045,1.0,0.04726119,0.61888649,1.0,0.04721616,False,704.59,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
28,0.61890094,1.0,0.04725229,0.61888649,1.0,0.04721616,False,705.24,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
29,0.6189167,1.0,0.04729168,0.61888649,1.0,0.04721616,False,705.76,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
30,0.61890726,1.0,0.04726809,0.61888649,1.0,0.04721616,False,704.28,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
31,0.61890371,1.0,0.04725921,0.61888649,1.0,0.04721616,False,704.82,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
32,0.61889886,1.0,0.04724709,0.61888649,1.0,0.04721616,False,703.71,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
33,0.61889838,1.0,0.04724589,0.61888649,1.0,0.04721616,False,703.78,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
34,0.61891499,1.0,0.04728741,0.61888649,1.0,0.04721616,False,703.54,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
35,0.61890626,1.0,0.04726558,0.61888649,1.0,0.04721616,False,703.76,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
36,0.61889846,1.0,0.04724608,0.61888649,1.0,0.04721616,False,702.07,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
37,0.61890565,1.0,0.04726407,0.61888649,1.0,0.04721616,False,704.04,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
38,0.6189036,1.0,0.04725894,0.61888649,1.0,0.04721616,False,704.44,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
39,0.61890707,1.0,0.04726761,0.61888649,1.0,0.04721616,False,703.61,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
40,0.61891768,1.0,0.04729414,0.61888649,1.0,0.04721616,False,702.73,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
41,0.61889522,1.0,0.04723799,0.61888649,1.0,0.04721616,False,703.35,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
42,0.61889157,1.0,0.04722887,0.61888649,1.0,0.04721616,False,703.78,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
43,0.61890835,1.0,0.04727083,0.61888649,1.0,0.04721616,False,703.28,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
44,0.61889444,1.0,0.04723605,0.61888649,1.0,0.04721616,False,702.94,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
45,0.61891574,1.0,0.0472893,0.61888649,1.0,0.04721616,False,704.16,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
46,0.61890227,1.0,0.04725561,0.61888649,1.0,0.04721616,False,704.42,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
47,0.61889837,1.0,0.04724586,0.61888649,1.0,0.04721616,False,703.61,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
48,0.61890988,1.0,0.04727463,0.61888649,1.0,0.04721616,False,702.07,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
49,0.61891005,1.0,0.04727507,0.61888649,1.0,0.04721616,False,704.5,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
50,0.618899,1.0,0.04724744,0.61888649,1.0,0.04721616,False,689.68,0.0,0.0,0.0,0.0,902,0,0.0,0.0,0.0,0.0,1000,0,0.0,0.0,0.0,0.0,55,0,0.0,0.0,0.0,0.0
